Species,n.gps,abs_max_lat,abs_min_lat,length_lat,median_lon,median_lat,area,bio1m,bio1sd,bio2m,bio2sd,bio3m,bio3sd,bio4m,bio4sd,bio5m,bio5sd,bio6m,bio6sd,bio7m,bio7sd,bio8m,bio8sd,bio9m,bio9sd,bio10m,bio10sd,bio11m,bio11sd,bio12m,bio12sd,bio13m,bio13sd,bio14m,bio14sd,bio15m,bio15sd,bio16m,bio16sd,bio17m,bio17sd,bio18m,bio18sd,bio19m,bio19sd,elevm,elevsd,continents,dist,Red.List.status
Betula pubescens,43,53.3,32.7313,20.5687,-73.88,43.8594,813.650198,74.79069767,57.77771779,103.8139535,18.00166105,29.90697674,7.157460156,8652.837209,2265.163916,253.9767442,49.40189334,-99.25581395,92.32785604,353.2325581,73.58339526,115,76.65351854,23.51162791,116.7717293,183.5116279,43.63341451,-39.46511628,83.84320651,1017.790698,213.5238983,117.9069767,28.97602782,55.46511628,25.93705644,26.53488372,23.35578733,332.3255814,81.81445935,185.3488372,79.72717877,245.6046512,92.41833964,261.9767442,102.9682078,149.5581395,64.4309532,"Europe,Australia,North America,NA",global,LC
Bolboschoenus maritimus,885,61.53,18.800833,42.729167,-116.2343854,38.113747,1608.149484,123.7134638,57.94339814,136.3947066,26.61562064,41.73647871,11.57756121,7253.742232,3105.190894,301.7571922,51.93854672,-42.48561565,97.09330321,344.2428078,96.91348324,129.3532796,68.69966145,111.0517837,129.978289,216.0667434,43.00024286,30.04833142,93.75601959,500.0172612,336.9157047,82.48561565,48.34597222,13.18642117,21.80743647,63.56731876,25.00754061,224.3153049,135.0087282,46.72266974,69.49656162,110.8607595,105.5344428,148.0644419,142.7854905,126.740113,72.07893977,"Africa,NA,Europe,Asia,North America,South America and the Caribbean",global,LC
Calocedrus decurrens,970,53.516667,19.31862392,34.19804308,-120.3048915,38.63912184,893.1186336,100.4391753,29.02671115,143.1463918,15.98881228,46.63195876,3.666658591,5780.621649,815.2632718,277.8587629,34.26039499,-26.98041237,31.10710264,304.8391753,34.28194444,38.67525773,31.95389329,169.7103093,34.26539407,178.2061856,29.99757064,34.11134021,30.490046,948.8350515,374.8459658,169.2618557,66.60636712,5.955670103,6.296516787,75.32783505,9.881430628,473.5103093,188.331938,35.88969072,23.81865606,49.68247423,30.3536126,456.257732,181.5443029,105.6505155,69.78793267,"Europe,Africa,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
Caltha leptosepala,819,63.53,33.958845,29.571155,-120.8,41.31976463,747.5324279,27.27328431,34.28613015,124.314951,26.61652371,39.25980392,6.124367659,6573.518382,1298.802314,204.2830882,38.67479017,-108.8762255,55.23554136,313.1593137,51.35447949,-3.362745098,51.79490734,75.38848039,73.75863349,114.3480392,27.28565449,-50.31862745,48.21672898,1070.767157,570.9615544,163.2720588,97.81660317,27.45710784,20.19410406,48.67279412,21.32700802,456.6053922,278.424703,106.3210784,66.24159053,133.3063725,84.64829733,412.8235294,263.0961349,111.8949939,58.22883961,"Africa,Europe,Asia,Australia,South America and the Caribbean,North America",global,LC
Cardamine pensylvanica,962,62.7,25.4958,37.2042,-81.0912915,45.45,1556.225447,67.57724426,50.10319324,113.1586639,18.09327635,30.18475992,6.415946165,9157.498956,2064.872199,258.5219207,38.61796161,-119.0960334,80.13899345,377.6179541,64.87071115,105.3830898,86.3117385,18.62839248,107.857397,181.4248434,38.9733195,-54.11377871,72.75968229,956.5281837,341.5262026,112.7891441,45.89103225,51.48851775,26.5628604,26.97807933,19.22159563,316.5845511,129.086035,171.5427975,82.1365287,245.414405,90.43354581,237.808977,137.583595,146.5426195,71.80244281,"Africa,Europe,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
Carex bebbii,497,65,37.54556,27.45444,-94.7057,48.545,1290.390611,40.59677419,33.70535895,114.8044355,16.03720612,27.40725806,5.023125083,10452.27016,1973.667609,249.0866935,25.13323174,-169.3487903,68.75044403,418.4354839,59.93201427,125.0181452,73.86379544,-49.55040323,91.54971868,168.9052419,24.81440386,-99.80241935,58.00056839,730.6552419,257.9312807,92.08064516,27.04693915,35.23185484,20.36854064,34.30443548,17.65454302,257.6189516,80.24040875,119.6512097,63.30794801,227.5362903,56.87557475,150.7983871,104.6071616,140.722334,54.58168786,"Africa,Europe,Asia,Australia,South America and the Caribbean,North America",global,LC
Carex crinita,608,54,30,24,-75.8112905,41.81319,529.181303,89.67603306,37.78767149,112.7421488,12.0746694,29.92892562,4.221112146,9151.056198,1107.610089,276.3107438,29.31913859,-97.28595041,52.32719163,373.5966942,35.39249166,134.8644628,79.41573574,19.80991736,95.78349915,203.6628099,29.15956369,-32.61322314,51.00632175,1088.123967,180.630251,113.322314,20.46634084,67.9338843,18.02304243,15.57190083,7.980327874,319.3355372,53.28280922,223.0595041,54.24762115,289.2016529,34.76571059,247.5256198,76.55970761,146.2565789,75.24172987,"Africa,Europe,NA,Asia,Australia,South America and the Caribbean,North America",global,LC
Carex intumescens,865,55,28.413611,26.586389,-76.513,43.866667,1087.063301,77.77919075,45.88263542,111.5514451,11.87648435,29.14682081,5.047729797,9430.033526,1530.319857,267.4843931,31.74464156,-114.7109827,68.87076721,382.1953757,48.96524161,133.5884393,78.97899894,3.967630058,99.15479092,194.5595376,32.61246893,-48.6566474,65.27795825,1061.498266,228.8924527,112.8104046,24.48003028,65.19075145,21.31340014,17.72485549,11.16969878,317.8797688,66.50398115,213.5156069,65.50302191,291.4924855,54.49125186,240.2323699,86.29471663,146.8682081,73.65235985,"Africa,Europe,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
Carex lupulina,642,54,26.050639,27.949361,-79.2833335,41.40888,536.4316821,105.2741433,37.93770554,114.876947,11.74038451,30.80218069,4.759074909,9028.174455,1168.240166,290.2959502,27.47552505,-80.72897196,50.93222748,371.0249221,35.30658239,155.9034268,72.8349063,30.64953271,97.48479737,217.6806854,27.76780087,-15.57009346,51.94334706,1066.666667,174.602203,114.8130841,23.38858376,62.60124611,19.66791058,18.21495327,10.62848265,319.9080997,59.32242972,208.5996885,59.43352085,292.9283489,49.7752312,228.9548287,79.7608916,146.4330218,63.36465079,"North America,NA",global,LC
Carex vaginata,499,70.33303958,37.8175,32.51553958,-115.583333,58.3308712,1767.781522,-37.6753507,48.70275812,102.9438878,16.78199629,22.26853707,4.399711571,12483.46693,2174.697137,192.1122244,36.98262143,-266.0781563,63.21017329,458.1903808,58.40594873,103.3747495,45.22555968,-139.1342685,80.05590421,118.501002,31.86595764,-198.6492986,65.85132377,510.6693387,262.9241207,74.06613226,25.27697246,21.97194389,16.66788794,46.09418838,16.12044109,200.0480962,75.3273025,75.71142285,55.45384935,192.5531062,73.28186414,87.66332665,63.95347579,134.7715431,63.54149825,"Europe,Asia,North America",global,LC
Carnegiea gigantea,1921,34.574986,26.767778,7.807208,-111.773127,31.125865,20.22543948,214.5518499,20.49263698,161.9416363,13.06164623,49.73475769,3.91768747,6219.356957,807.4536607,376.6435644,11.4125911,52.37154768,29.31834267,324.2720167,30.36781822,283.696717,32.80796568,230.5810318,13.44345028,293.6373111,14.65593526,136.4361647,27.20129201,277.7649818,120.8722492,67.81709224,41.69293381,2.451276707,2.136528029,81.02761855,24.43859254,156.6237624,89.16259812,12.11203752,8.736404959,142.1177697,80.4883342,61.85044294,25.48253892,126.1275377,55.23105705,"Africa,Europe,NA,Asia,Australia,South America and the Caribbean,North America",global,LC
Carpinus caroliniana,1140,47.768867,15.081667,32.6872,-87.642386,36.0143775,747.1636798,135.6807018,47.85285993,122.045614,16.00415958,44.30175439,16.3621814,6242.328947,3441.641556,285.927193,28.45224511,-17.49912281,86.61924086,303.4263158,89.68187269,171.0535088,54.46539393,83.98859649,102.9187685,212.4596491,29.41509327,51.54210526,88.72697851,1269.8,402.0828415,189.4701754,110.5145758,52.0254386,26.303394,40.85964912,34.33964456,504.1640351,277.7553991,175.0350877,84.76467759,354.3938596,131.6087204,200.6859649,102.3239599,143.6412281,79.56359383,"Africa,Europe,Asia,NA,Australia,South America and the Caribbean,North America",global,LC
Cephalanthus occidentalis,1516,47.675948,16.341667,31.334281,-92.416639,38.20578,882.0746224,144.690429,49.29032565,126.440264,17.75901624,37.36369637,9.369368967,7747.370297,2077.57796,320.2759076,32.28228234,-26.04026403,75.87879921,346.3161716,58.61816727,168.0211221,75.18386676,104.1940594,117.3935307,241.229703,29.72367305,41.8290429,74.85698704,1015.69901,378.7179398,134.209901,61.62390324,44.67194719,29.31417705,38.26534653,27.83397336,360.3650165,159.2917016,154.4264026,95.60969805,252.1069307,135.598835,232.5108911,122.4728923,139.5507916,63.00200159,"Africa,Europe,NA,Asia,Australia,South America and the Caribbean,North America",global,LC
Cercis canadensis,1283,45.695576,19.664167,26.031409,-93.186753,36.13607,702.6494518,148.5136399,34.30687099,127.6087295,11.40474975,37.69914263,9.424462355,7715.950117,2035.317986,318.3616524,25.33011677,-27.43335931,52.78973282,345.7950117,52.3159808,201.2626656,45.722681,80.21901793,85.96575097,244.0265004,26.27244006,44.80358535,55.8435,1021.54014,276.920863,131.6079501,52.19183234,49.36710834,23.57068719,31.91893998,20.97769356,346.0748246,121.4547957,168.8682775,76.81148154,288.7957911,84.43360201,186.5830086,98.22747291,147.9711613,57.88499231,"Africa,Europe,NA,Asia,Australia,South America and the Caribbean,North America",global,LC
Chamaecyparis lawsoniana,223,53.516667,19.492222,34.024445,-123.7563,41.8287,895.7550162,99.60986547,27.7104607,126.0672646,18.19885045,48.2735426,5.969258296,4917.434978,1525.728559,252.8161435,39.1767456,-10.67713004,35.9921634,263.4932735,54.66679328,59.34977578,47.36691729,146.9103139,49.39882764,164.8475336,32.53942973,41.21524664,32.81285099,1493.479821,457.3156186,257.2600897,82.72092763,11.86547085,13.40800556,70.43049327,13.94724175,732.5560538,244.3623348,65.34080717,40.66209352,86.19730942,60.48264282,674.0852018,246.8236539,81.82511211,83.70917532,"Africa,Europe,Asia,NA,Australia,South America and the Caribbean,North America",global,NT
Chamaecyparis thyoides,193,49.25,19.075,30.175,-73.55194,41.1933,843.2188186,118.9430052,38.617136,114.3160622,11.34949526,33.44041451,5.535663149,8066.61658,1219.995751,289.7512953,21.6568963,-51.55958549,52.26951214,341.3108808,38.49183809,126.642487,97.65800049,99.43523316,88.57475187,220.5803109,26.54938452,12.55440415,52.75294614,1221.549223,159.6935506,129.626943,30.43205717,79.94818653,12.30334513,14.10880829,11.48656712,359.5025907,83.97917179,262.1554404,38.36416356,323.9792746,81.60365077,293.0725389,51.66775794,155.2176166,64.24411695,"Africa,Asia,Europe,Australia,NA,South America and the Caribbean,North America",global,LC
Chamaedaphne calyculata,745,69.45,20.21,49.24,-77.07394,45.991884,2160.441611,31.19246299,52.7141439,107.7590848,13.30433102,25.87617766,4.153167262,10703.94213,2099.278155,237.230148,35.06189453,-177.4629879,79.64935565,414.6931359,61.03869608,111.3930013,66.36827786,-43.3795424,97.89261244,163.9959623,32.58596319,-110.7200538,76.12521402,873.7685061,329.6635796,99.57738896,25.39953785,51.22207268,28.74106818,27.15208614,19.37485986,277.9690444,76.89410831,167.4602961,89.09532267,255.3364738,62.38518167,187.8061911,102.2498663,145.0966443,71.00052099,"Africa,Europe,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
Chelone glabra,632,51.485556,31.68278,19.802776,-73.228854,43.527331,556.5326439,75.76507937,31.0663486,113.1952381,12.26178326,29.01904762,3.505564831,9460.604762,1022.977625,268.2079365,25.29161434,-116.9714286,45.74112345,385.1793651,35.42799257,141.9650794,74.17376616,-10.54444444,80.39329255,193.3714286,24.95200753,-51.0047619,42.43002255,1055.114286,178.6962223,111.4206349,17.09198586,63.13968254,19.72157986,17.54444444,9.463195845,314.4095238,46.56483151,208.2238095,58.46333003,292.7539683,31.71055666,228.3825397,76.45621593,141.7753165,81.74501439,"Africa,Europe,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
Chondrosum gracile,1326,53.87212,17.31666,36.55546,-102.43875,23.6666665,908.7786748,153.6772247,38.18093817,161.6387632,17.34754548,58.27677225,10.37491258,4066.175716,2325.226617,292.4984917,31.8513706,8.018099548,58.7928475,284.4803922,61.17395543,192.1214178,31.06642247,122.4630468,61.98787276,201.6719457,31.32013996,98.45550528,60.01307326,548.3446456,226.9532435,116.387632,49.15780333,7.858220211,7.108079134,82.92911011,19.05173367,307.8069382,131.8511584,31.25037707,23.63641059,217.7360483,84.02111871,46.28883861,35.65059342,135.4962293,33.02122223,"Europe,Africa,NA,Asia,Australia,South America and the Caribbean,North America",global,LC
Comarum palustre,741,70.7829727,23,47.7829727,-119.739184,50.40190255,2323.705315,13.70668486,62.34927111,106.207367,22.43967262,27.99590723,8.688836796,10042.35607,3187.138209,214.8703956,45.3468522,-177.1759891,105.031405,392.0463847,91.2001224,87.51296044,67.60859638,-33.26603001,127.9222523,139.9236016,36.66235174,-115.8922237,98.21529327,810.3451569,468.0694972,114.3219645,68.46514027,31.63028649,24.08712577,43.37107776,19.58437912,317.0245566,198.4526741,111.0518417,76.44693533,198.7039563,91.37152256,219.5525239,214.0716239,137.0161943,71.31390264,"Europe,Asia,North America,NA,South America and the Caribbean",global,LC
Cornus sericea,2603,67.916667,23,44.916667,-117.9164,42.272188,1930.887197,72.46879815,44.1016363,127.9325886,23.6691323,37.88867488,10.52836936,7737.158706,2742.81381,259.9961479,34.44393373,-90.11209553,83.74359063,350.1082435,78.59672583,81.17758089,77.02422394,69.18335901,116.5177779,171.0724191,29.64319861,-26.14175655,77.45250228,810.7299692,367.6390527,123.1818182,63.60564977,23.30469954,22.73942179,51.36363636,25.73779695,340.9595532,179.3056451,84.93220339,70.3168334,139.2199538,105.4971667,281.5839753,201.2424766,130.6465617,72.12208572,"Africa,Europe,NA,Asia,Australia,South America and the Caribbean,North America",global,LC
Corylus americana,380,50.34990339,33.205417,17.14448639,-87.995329,40.8809705,414.1914298,104.8736842,29.00668365,118.2447368,10.87543278,30.27368421,3.284061149,9421.313158,1113.770799,296.6236842,22.59726481,-89.92368421,43.18154554,386.5473684,35.88526672,162.4026316,66.14634366,11.89473684,90.25717857,222.0105263,22.15059741,-21.83947368,41.54627416,1015.55,203.3772769,113.9684211,18.23271011,53.58947368,25.38879513,24.74736842,15.83087956,317.9421053,44.61292707,181.5736842,79.35131026,292.2447368,34.60490301,189.4263158,89.85850702,150.5815789,60.35170602,"Africa,NA,Europe,Asia,Australia,South America and the Caribbean,North America",global,LC
Corylus cornuta,1041,56.033,32.82,23.213,-119.8028,42.591004,1023.867824,83.24303554,38.6785509,120.1239193,20.3382695,38.40537944,11.15101452,7274.448607,2798.84186,258.673391,29.07882115,-70.17195005,84.97543888,328.845341,83.58028211,82.60326609,64.1136847,78.10086455,116.054987,175.4678194,22.32967954,-10.14121037,75.6361498,1044.03074,352.0124165,157.895293,70.10165412,30.80787704,30.1967837,51.09221902,30.1135854,438.4543708,197.737997,109.1681076,91.77272084,152.9000961,115.0062189,385.845341,221.8623579,128.3448607,84.07664312,"Africa,Europe,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
Cupressus arizonica,335,49.25,18.589167,30.660833,-115.416667,32.430278,703.2555188,136.5820896,33.58488631,145.8925373,19.24410878,49.94925373,7.53279006,5280.725373,1514.806344,293.9432836,43.7948375,0.417910448,29.70380188,293.5253731,45.85441471,123.3701493,75.0811956,161.9074627,51.79786055,205.5432836,37.99389812,72.4238806,35.08466274,557.4895522,224.8067015,107.7104478,50.4498599,6.773134328,8.789412215,73.89850746,15.89774108,285.7313433,128.8054726,31.78507463,28.7322205,136.9880597,131.8748494,183.1343284,119.7723009,119.5074627,65.29581997,"Africa,Europe,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
Cupressus bakeri,88,42.75,36.7781,5.9719,-121.6070666,41.20779107,75.75992385,81.36363636,30.28909816,156.0454545,16.49305607,45.5,2.435371529,6348.329545,628.8668467,280.2954545,41.39580719,-59.04545455,25.93223224,339.3409091,30.89317388,16.25,37.79322143,159.0227273,40.32311373,165.5340909,34.02296346,5.647727273,25.59365931,818.5795455,273.668174,133.4772727,49.10883463,8.125,3.56809779,63,8.027252432,378.9204545,139.5233447,48.36363636,15.02578766,53.97727273,29.32966694,351.4772727,131.7976486,120.9090909,56.01326533,"Europe,Africa,Asia,Australia,South America and the Caribbean,North America",global,VU
Cupressus goveniana,33,39.981944,34.08260767,5.899336328,-123.630547,39.260278,58.42275845,118.3333333,14.96384532,125.5757576,16.23466643,55.54545455,5.178627407,3653.30303,1222.703983,246.0606061,32.13247908,18.51515152,24.62102914,227.5454545,47.17460314,83.60606061,23.61532791,157.2727273,34.82211288,166.3030303,21.76362339,74.06060606,20.15244928,1028.363636,311.8626318,192.3636364,56.95766969,2.96969697,2.023067728,82.54545455,7.374325855,530.6363636,164.3568561,18.36363636,7.586246527,33.06060606,21.04005019,517.7575758,168.2472196,57.21212121,83.37781389,"Africa,Asia,Australia,South America and the Caribbean,North America",global,EN
Cupressus macrocarpa,67,49.25,19.057515,30.192485,-122.1453,37.527329,169.2123627,142.4307692,19.05171353,111.0769231,25.4093411,54.44615385,6.483225396,3259.323077,1172.845033,249.6769231,36.7155909,46.01538462,21.79628144,203.6615385,48.25429933,105.9692308,27.62130588,177.0769231,26.64893742,183.9538462,24.12106883,101.6307692,23.75563698,660.7230769,336.249466,133.1538462,58.39874538,2.861538462,7.039790753,87.44615385,7.915630836,351.1692308,158.9239764,14.35384615,25.91417974,29.69230769,54.62883942,324.9384615,165.736696,119.4477612,110.781013,"Africa,Europe,Australia,South America and the Caribbean,North America,NA",global,VU
Cupressus sargentii,307,39.92849744,34.526944,5.401553441,-122.5965098,38.442903,66.7732042,128.9315961,12.26338984,142.8859935,19.02483841,52.14983713,4.684527268,4717.827362,1065.468886,288.5635179,34.61428506,14.15309446,17.68772372,274.4104235,46.93676342,77.42345277,16.50202514,188.1302932,23.78709956,191.4364821,19.88393704,73.86970684,14.26508928,956.7947883,269.0230575,195.2149837,54.85178517,1.788273616,1.077454312,87.96416938,3.52516901,513.7459283,143.1333327,12.24104235,6.166577335,20.1465798,17.10868792,506.9967427,140.6986651,149.5732899,94.13765996,"Europe,Africa,Asia,Australia,NA,South America and the Caribbean,North America",global,VU
